AccountId,AccountNumber,CustomerId,AccountType,AccountStatus,CreatedDate,ClosedDate,Balance,Currency,Description
b7c5d429-2291-5fcc-ad5d-2988a8dd447c,RE-ACC-ADB1001,CID-001,Receivable,Active,2025-01-04,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
dd0bcbd4-27c5-59c0-9a61-10940bbdc8b0,RE-ACC-ADB1002,CID-002,Receivable,Active,2025-01-07,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
3b7bff64-8f87-5797-9277-12bec2c5a5ba,RE-ACC-ADB1003,CID-003,Receivable,Active,2025-01-10,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
68e5c56f-ae5c-56e6-99ec-42de66b2b1e9,RE-ACC-ADB1004,CID-004,Receivable,Active,2025-01-13,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
69a06efb-6109-576a-b4b0-2b1df5315d2b,RE-ACC-ADB1005,CID-005,Receivable,Active,2025-01-16,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
d5cb28be-001b-5834-a858-dfa8b7cb4a2d,RE-ACC-ADB1006,CID-006,Receivable,Active,2025-01-19,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
db060e49-1fde-5df4-a888-2dfa36785fa4,RE-ACC-ADB1007,CID-007,Receivable,Active,2025-01-22,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
d0a0cff9-88c5-5413-93ed-14fb3a49ae0f,RE-ACC-ADB1008,CID-008,Receivable,Active,2025-01-25,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
924d0f2d-54ab-567a-9146-6aaa6a47cff2,RE-ACC-ADB1009,CID-009,Receivable,Active,2025-01-28,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
9cc12f3d-a7a7-5dae-b19a-9f60d216ba9b,RE-ACC-ADB1010,CID-010,Receivable,Active,2025-01-31,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
e4aaa4f4-0c2d-5bc2-b90e-685d5504757e,RE-ACC-ADB1011,CID-011,Receivable,Active,2025-02-03,,5474.53,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
a5afbfcf-a25f-52a6-af7e-caaedb8908f2,RE-ACC-ADB1012,CID-012,Receivable,Active,2025-02-06,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
daaa2203-8f0c-5faf-a5a1-55e818c7e846,RE-ACC-ADB1013,CID-013,Receivable,Active,2025-02-09,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
46f89f24-3be8-5c16-8cb7-da59d4e33e82,RE-ACC-ADB1014,CID-014,Receivable,Active,2025-02-12,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
1e4fefe4-9d81-5668-af04-d6070caa7f33,RE-ACC-ADB1015,CID-015,Receivable,Active,2025-02-15,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
c3ef4666-d879-5507-9eac-935c3abf0946,RE-ACC-ADB1016,CID-016,Receivable,Active,2025-02-18,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
df5fb09e-671a-5161-96a2-ca329ce799aa,RE-ACC-ADB1017,CID-017,Receivable,Closed,2025-02-21,2025-05-11,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
e43d8b84-e893-58ab-9cbd-6a60f2fa12b1,RE-ACC-ADB1018,CID-018,Receivable,Active,2025-02-24,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
d6918437-957a-56ad-bd33-a9dc81f4b194,RE-ACC-ADB1019,CID-019,Receivable,Active,2025-02-27,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
60860ae0-8314-581c-a0b4-d30e16cca2f1,RE-ACC-ADB1020,CID-020,Receivable,Active,2025-03-02,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
1ef5dccd-e16c-5508-8bb1-c3793011015e,RE-ACC-ADB1021,CID-021,Receivable,Active,2025-03-05,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
d7ee232b-efd3-5802-aaa4-e00d7ca0f5de,RE-ACC-ADB1022,CID-022,Receivable,Overdue,2025-03-08,,9065.61,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
c2b10578-b1f9-50a4-b5b5-36271b362475,RE-ACC-ADB1023,CID-023,Receivable,Active,2025-03-11,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
0b9e638b-30fb-50b1-a096-493654cceb41,RE-ACC-ADB1024,CID-024,Receivable,Active,2025-03-14,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
bda13ce0-201b-598c-950b-053ac79c5fd6,RE-ACC-ADB1025,CID-025,Receivable,Active,2025-03-17,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
9816365d-44db-57c2-8700-c4ae76f0d574,RE-ACC-ADB1026,CID-026,Receivable,Active,2025-03-20,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
3ddd5a7a-9753-5915-9723-3a334ae150de,RE-ACC-ADB1027,CID-027,Receivable,Active,2025-03-23,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
0db76454-aef6-5f25-bb84-0250dddfe6d3,RE-ACC-ADB1028,CID-028,Receivable,Active,2025-03-26,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
927382e6-67b4-5d32-9866-eadb0f3ba4ad,RE-ACC-ADB1029,CID-029,Receivable,Active,2025-03-29,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
acc3a58a-585b-5a60-9b69-ec1cd15c8498,RE-ACC-ADB1030,CID-030,Receivable,Active,2025-04-01,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
0b98bb16-00c6-5f79-9b71-f28fb15aec0f,RE-ACC-ADB1031,CID-031,Receivable,Active,2025-04-04,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
4e2b5be8-1c65-5e41-840d-5c93739c14b6,RE-ACC-ADB1032,CID-032,Receivable,Active,2025-04-07,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
a3090cd7-aebd-59b6-a37b-b50a06d19ed1,RE-ACC-ADB1033,CID-033,Receivable,Active,2025-04-10,,1983.89,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
6cad1632-1b4e-573c-825e-df218b13906b,RE-ACC-ADB1034,CID-034,Receivable,Closed,2025-04-13,2025-08-04,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
f74c8c1d-235a-568f-972e-0fac9b9488e9,RE-ACC-ADB1035,CID-035,Receivable,Active,2025-04-16,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
264c86f7-727e-5283-b7ba-afbc18834709,RE-ACC-ADB1036,CID-036,Receivable,Active,2025-04-19,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
02726686-a793-561e-9d99-e780e8a6bbc2,RE-ACC-ADB1037,CID-037,Receivable,Active,2025-04-22,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
545677c1-653e-5e82-8462-f60392864aad,RE-ACC-ADB1038,CID-038,Receivable,Active,2025-04-25,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
bd249041-a937-5a9a-b8d8-b2d71083d55c,RE-ACC-ADB1039,CID-039,Receivable,Active,2025-04-28,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
fbec4796-b455-57a8-8018-42e00b049db2,RE-ACC-ADB1040,CID-040,Receivable,Active,2025-05-01,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
e03df6eb-1e2c-5eb4-be92-a5818ff5b587,RE-ACC-ADB1041,CID-041,Receivable,Active,2025-05-04,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
f0f8b517-fbda-5343-9bb8-ff6af0e71744,RE-ACC-ADB1042,CID-042,Receivable,Active,2025-05-07,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
74a29ddd-bdd3-5732-a356-1c0231a29c56,RE-ACC-ADB1043,CID-043,Receivable,Active,2025-05-10,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
6ce7789a-9efc-58a4-9ba6-9bf2c9dbecb7,RE-ACC-ADB1044,CID-044,Receivable,Overdue,2025-05-13,,5574.98,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
6657393a-bf85-5efc-9830-81757fae3b3a,RE-ACC-ADB1045,CID-045,Receivable,Active,2025-05-16,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
70a8ef6c-487b-5308-b7ce-c55796e5055d,RE-ACC-ADB1046,CID-046,Receivable,Active,2025-05-19,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
7a7f17fc-a99e-5494-bfff-0ca9746cc3b1,RE-ACC-ADB1047,CID-047,Receivable,Active,2025-05-22,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
6eff186e-5030-536d-9711-cd8542c62528,RE-ACC-ADB1048,CID-048,Receivable,Active,2025-05-25,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
fd0a8357-c5b1-5673-a8cc-031f213902cb,RE-ACC-ADB1049,CID-049,Receivable,Active,2025-05-28,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
7235a2db-7da1-5b0c-9366-bc799f269471,RE-ACC-ADB1050,CID-050,Receivable,Active,2025-05-31,,0.00,USD,Synthetic renewable energy settlement receivable account (ADB compatibility)
