LocationId,CustomerId,LocationName,IsActive,AddressLine1,AddressLine2,City,StateId,ZipCode,CountryId,SubdivisionName,Region,Latitude,Longitude,Note
LOC-REN-001,CID-001,Synthetic Regional Renewable Operating Area,True,1001 Renewable Demo Ave,,Sacramento,CA,95601,US,Regional market area,West,38.57,-121.47,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-002,CID-002,Synthetic Regional Renewable Operating Area,True,1002 Renewable Demo Ave,,Austin,TX,73301,US,Regional market area,ERCOT Region,30.27,-97.74,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-003,CID-003,Synthetic Regional Renewable Operating Area,True,1003 Renewable Demo Ave,Suite 103,Des Moines,IA,50301,US,Regional market area,MISO Region,41.59,-93.62,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-004,CID-004,Synthetic Regional Renewable Operating Area,True,1004 Renewable Demo Ave,,Albany,NY,12201,US,Regional market area,Northeast,42.65,-73.75,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-005,CID-005,Synthetic Regional Renewable Operating Area,True,1005 Renewable Demo Ave,,Phoenix,AZ,85001,US,Regional market area,Desert Southwest,33.45,-112.07,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-006,CID-006,Synthetic Regional Renewable Operating Area,True,1006 Renewable Demo Ave,Suite 106,Denver,CO,80201,US,Regional market area,Mountain West,39.74,-104.99,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-007,CID-007,Synthetic Regional Renewable Operating Area,True,1007 Renewable Demo Ave,,Springfield,IL,62701,US,Regional market area,Midwest,39.80,-89.64,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-008,CID-008,Synthetic Regional Renewable Operating Area,True,1008 Renewable Demo Ave,,Raleigh,NC,27601,US,Regional market area,Southeast,35.78,-78.64,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-009,CID-009,Synthetic Regional Renewable Operating Area,True,1009 Renewable Demo Ave,Suite 109,Salem,OR,97301,US,Regional market area,Pacific Northwest,44.94,-123.04,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-010,CID-010,Synthetic Regional Renewable Operating Area,True,1010 Renewable Demo Ave,,Boston,MA,02108,US,Regional market area,New England,42.36,-71.06,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-011,CID-011,Synthetic Regional Renewable Operating Area,True,1011 Renewable Demo Ave,,Sacramento,CA,95601,US,Regional market area,West,38.57,-121.47,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-012,CID-012,Synthetic Regional Renewable Operating Area,True,1012 Renewable Demo Ave,Suite 112,Austin,TX,73301,US,Regional market area,ERCOT Region,30.27,-97.74,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-013,CID-013,Synthetic Regional Renewable Operating Area,False,1013 Renewable Demo Ave,,Des Moines,IA,50301,US,Regional market area,MISO Region,41.59,-93.62,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-014,CID-014,Synthetic Regional Renewable Operating Area,True,1014 Renewable Demo Ave,,Albany,NY,12201,US,Regional market area,Northeast,42.65,-73.75,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-015,CID-015,Synthetic Regional Renewable Operating Area,True,1015 Renewable Demo Ave,Suite 115,Phoenix,AZ,85001,US,Regional market area,Desert Southwest,33.45,-112.07,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-016,CID-016,Synthetic Regional Renewable Operating Area,True,1016 Renewable Demo Ave,,Denver,CO,80201,US,Regional market area,Mountain West,39.74,-104.99,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-017,CID-017,Synthetic Regional Renewable Operating Area,True,1017 Renewable Demo Ave,,Springfield,IL,62701,US,Regional market area,Midwest,39.80,-89.64,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-018,CID-018,Synthetic Regional Renewable Operating Area,True,1018 Renewable Demo Ave,Suite 118,Raleigh,NC,27601,US,Regional market area,Southeast,35.78,-78.64,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-019,CID-019,Synthetic Regional Renewable Operating Area,True,1019 Renewable Demo Ave,,Salem,OR,97301,US,Regional market area,Pacific Northwest,44.94,-123.04,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-020,CID-020,Synthetic Regional Renewable Operating Area,True,1020 Renewable Demo Ave,,Boston,MA,02108,US,Regional market area,New England,42.36,-71.06,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-021,CID-021,Synthetic Regional Renewable Operating Area,True,1021 Renewable Demo Ave,Suite 121,Sacramento,CA,95601,US,Regional market area,West,38.57,-121.47,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-022,CID-022,Synthetic Regional Renewable Operating Area,True,1022 Renewable Demo Ave,,Austin,TX,73301,US,Regional market area,ERCOT Region,30.27,-97.74,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-023,CID-023,Synthetic Regional Renewable Operating Area,True,1023 Renewable Demo Ave,,Des Moines,IA,50301,US,Regional market area,MISO Region,41.59,-93.62,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-024,CID-024,Synthetic Regional Renewable Operating Area,True,1024 Renewable Demo Ave,Suite 124,Albany,NY,12201,US,Regional market area,Northeast,42.65,-73.75,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-025,CID-025,Synthetic Regional Renewable Operating Area,True,1025 Renewable Demo Ave,,Phoenix,AZ,85001,US,Regional market area,Desert Southwest,33.45,-112.07,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-026,CID-026,Synthetic Regional Renewable Operating Area,False,1026 Renewable Demo Ave,,Denver,CO,80201,US,Regional market area,Mountain West,39.74,-104.99,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-027,CID-027,Synthetic Regional Renewable Operating Area,True,1027 Renewable Demo Ave,Suite 127,Springfield,IL,62701,US,Regional market area,Midwest,39.80,-89.64,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-028,CID-028,Synthetic Regional Renewable Operating Area,True,1028 Renewable Demo Ave,,Raleigh,NC,27601,US,Regional market area,Southeast,35.78,-78.64,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-029,CID-029,Synthetic Regional Renewable Operating Area,True,1029 Renewable Demo Ave,,Salem,OR,97301,US,Regional market area,Pacific Northwest,44.94,-123.04,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-030,CID-030,Synthetic Regional Renewable Operating Area,True,1030 Renewable Demo Ave,Suite 130,Boston,MA,02108,US,Regional market area,New England,42.36,-71.06,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-031,CID-031,Synthetic Regional Renewable Operating Area,True,1031 Renewable Demo Ave,,Sacramento,CA,95601,US,Regional market area,West,38.57,-121.47,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-032,CID-032,Synthetic Regional Renewable Operating Area,True,1032 Renewable Demo Ave,,Austin,TX,73301,US,Regional market area,ERCOT Region,30.27,-97.74,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-033,CID-033,Synthetic Regional Renewable Operating Area,True,1033 Renewable Demo Ave,Suite 133,Des Moines,IA,50301,US,Regional market area,MISO Region,41.59,-93.62,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-034,CID-034,Synthetic Regional Renewable Operating Area,True,1034 Renewable Demo Ave,,Albany,NY,12201,US,Regional market area,Northeast,42.65,-73.75,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-035,CID-035,Synthetic Regional Renewable Operating Area,True,1035 Renewable Demo Ave,,Phoenix,AZ,85001,US,Regional market area,Desert Southwest,33.45,-112.07,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-036,CID-036,Synthetic Regional Renewable Operating Area,True,1036 Renewable Demo Ave,Suite 136,Denver,CO,80201,US,Regional market area,Mountain West,39.74,-104.99,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-037,CID-037,Synthetic Regional Renewable Operating Area,True,1037 Renewable Demo Ave,,Springfield,IL,62701,US,Regional market area,Midwest,39.80,-89.64,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-038,CID-038,Synthetic Regional Renewable Operating Area,True,1038 Renewable Demo Ave,,Raleigh,NC,27601,US,Regional market area,Southeast,35.78,-78.64,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-039,CID-039,Synthetic Regional Renewable Operating Area,False,1039 Renewable Demo Ave,Suite 139,Salem,OR,97301,US,Regional market area,Pacific Northwest,44.94,-123.04,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-040,CID-040,Synthetic Regional Renewable Operating Area,True,1040 Renewable Demo Ave,,Boston,MA,02108,US,Regional market area,New England,42.36,-71.06,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-041,CID-041,Synthetic Regional Renewable Operating Area,True,1041 Renewable Demo Ave,,Sacramento,CA,95601,US,Regional market area,West,38.57,-121.47,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-042,CID-042,Synthetic Regional Renewable Operating Area,True,1042 Renewable Demo Ave,Suite 142,Austin,TX,73301,US,Regional market area,ERCOT Region,30.27,-97.74,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-043,CID-043,Synthetic Regional Renewable Operating Area,True,1043 Renewable Demo Ave,,Des Moines,IA,50301,US,Regional market area,MISO Region,41.59,-93.62,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-044,CID-044,Synthetic Regional Renewable Operating Area,True,1044 Renewable Demo Ave,,Albany,NY,12201,US,Regional market area,Northeast,42.65,-73.75,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-045,CID-045,Synthetic Regional Renewable Operating Area,True,1045 Renewable Demo Ave,Suite 145,Phoenix,AZ,85001,US,Regional market area,Desert Southwest,33.45,-112.07,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-046,CID-046,Synthetic Regional Renewable Operating Area,True,1046 Renewable Demo Ave,,Denver,CO,80201,US,Regional market area,Mountain West,39.74,-104.99,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-047,CID-047,Synthetic Regional Renewable Operating Area,True,1047 Renewable Demo Ave,,Springfield,IL,62701,US,Regional market area,Midwest,39.80,-89.64,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-048,CID-048,Synthetic Regional Renewable Operating Area,True,1048 Renewable Demo Ave,Suite 148,Raleigh,NC,27601,US,Regional market area,Southeast,35.78,-78.64,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-049,CID-049,Synthetic Regional Renewable Operating Area,True,1049 Renewable Demo Ave,,Salem,OR,97301,US,Regional market area,Pacific Northwest,44.94,-123.04,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
LOC-REN-050,CID-050,Synthetic Regional Renewable Operating Area,True,1050 Renewable Demo Ave,,Boston,MA,02108,US,Regional market area,New England,42.36,-71.06,"Synthetic regional coordinate only; not an asset, substation, or critical infrastructure location"
