ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy
1001,Solar MWh Settlement Product 01,Synthetic renewable energy product for Solar PPA 01 settlement demos.,Contoso Renewable Demo,REN-1001,Solar,Renewable-Model-01,301,Solar PPA 01,27.50,17.05,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1002,Wind MWh Settlement Product 02,Synthetic renewable energy product for Wind PPA 02 settlement demos.,Contoso Renewable Demo,REN-1002,Wind,Renewable-Model-02,302,Wind PPA 02,30.50,18.91,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1003,Hybrid MWh Settlement Product 03,Synthetic renewable energy product for Hybrid PPA 03 settlement demos.,Contoso Renewable Demo,REN-1003,Hybrid,Renewable-Model-03,303,Hybrid PPA 03,33.50,20.77,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1004,Storage Storage MWh Settlement Product 04,Synthetic renewable energy product for Storage Services 04 settlement demos.,Contoso Renewable Demo,REN-1004,Storage,Renewable-Model-04,304,Storage Services 04,36.50,22.63,0.00,Storage MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1005,REC REC Settlement Product 05,Synthetic renewable energy product for Renewable Energy Credits 05 settlement demos.,Contoso Renewable Demo,REN-1005,REC,Renewable-Model-05,305,Renewable Energy Credits 05,39.50,24.49,0.00,REC,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1006,Capacity MW-month Settlement Product 06,Synthetic renewable energy product for Capacity Attributes 06 settlement demos.,Contoso Renewable Demo,REN-1006,Capacity,Renewable-Model-06,306,Capacity Attributes 06,42.50,26.35,0.00,MW-month,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1007,Curtailment MWh Settlement Product 07,Synthetic renewable energy product for Curtailment Settlement 07 settlement demos.,Contoso Renewable Demo,REN-1007,Curtailment,Renewable-Model-07,307,Curtailment Settlement 07,45.50,28.21,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1008,Green Tariff MWh Settlement Product 08,Synthetic renewable energy product for Green Tariff 08 settlement demos.,Contoso Renewable Demo,REN-1008,Green Tariff,Renewable-Model-08,308,Green Tariff 08,48.50,30.07,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1009,Community Solar Subscription MWh Settlement Product 09,Synthetic renewable energy product for Community Solar 09 settlement demos.,Contoso Renewable Demo,REN-1009,Community Solar,Renewable-Model-09,309,Community Solar 09,51.50,31.93,0.00,Subscription MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1010,Geothermal MWh Settlement Product 10,Synthetic renewable energy product for Hydro and Geothermal 10 settlement demos.,Contoso Renewable Demo,REN-1010,Geothermal,Renewable-Model-10,310,Hydro and Geothermal 10,54.50,33.79,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1011,Solar MWh Settlement Product 11,Synthetic renewable energy product for Solar PPA 11 settlement demos.,Contoso Renewable Demo,REN-1011,Solar,Renewable-Model-11,311,Solar PPA 11,24.50,15.19,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1012,Wind MWh Settlement Product 12,Synthetic renewable energy product for Wind PPA 12 settlement demos.,Contoso Renewable Demo,REN-1012,Wind,Renewable-Model-12,312,Wind PPA 12,27.50,17.05,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1013,Hybrid MWh Settlement Product 13,Synthetic renewable energy product for Hybrid PPA 13 settlement demos.,Contoso Renewable Demo,REN-1013,Hybrid,Renewable-Model-13,313,Hybrid PPA 13,30.50,18.91,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1014,Storage Storage MWh Settlement Product 14,Synthetic renewable energy product for Storage Services 14 settlement demos.,Contoso Renewable Demo,REN-1014,Storage,Renewable-Model-14,314,Storage Services 14,33.50,20.77,0.00,Storage MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1015,REC REC Settlement Product 15,Synthetic renewable energy product for Renewable Energy Credits 15 settlement demos.,Contoso Renewable Demo,REN-1015,REC,Renewable-Model-15,315,Renewable Energy Credits 15,36.50,22.63,0.00,REC,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1016,Capacity MW-month Settlement Product 16,Synthetic renewable energy product for Capacity Attributes 16 settlement demos.,Contoso Renewable Demo,REN-1016,Capacity,Renewable-Model-16,316,Capacity Attributes 16,39.50,24.49,0.00,MW-month,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1017,Curtailment MWh Settlement Product 17,Synthetic renewable energy product for Curtailment Settlement 17 settlement demos.,Contoso Renewable Demo,REN-1017,Curtailment,Renewable-Model-17,317,Curtailment Settlement 17,42.50,26.35,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
1018,Green Tariff MWh Settlement Product 18,Synthetic renewable energy product for Green Tariff 18 settlement demos.,Contoso Renewable Demo,REN-1018,Green Tariff,Renewable-Model-18,318,Green Tariff 18,45.50,28.21,0.00,MWh,active,2024-01-01,2024-02-01,,USD,2026-01-01,RenewablePack,RenewablePack
