InvoiceId,InvoiceNumber,CustomerId,OrderId,InvoiceDate,DueDate,SubTotal,TaxAmount,TotalAmount,InvoiceStatus
42ef632a-72b1-5900-8b2c-4edcc2e467ed,RE-INV-ADB2023001,CID-001,4809df09-2389-5615-939d-ffe772ed7817,2023-01-08,2023-02-07,2282.50,57.06,2339.56,Paid
b01b4280-75a8-5a28-9d79-17b5a75a2bf1,RE-INV-ADB2023002,CID-002,52b78207-bb99-5b2e-9ca5-2876f5bb8ea4,2023-01-15,2023-02-14,2928.00,73.20,3001.20,Paid
ecf6d1b8-f312-5b7b-93ca-8e33e959190e,RE-INV-ADB2023003,CID-003,2f1e19d2-e019-51b7-b79b-4e9d0dcd5863,2023-01-22,2023-02-21,3651.50,91.29,3742.79,Paid
82a9569d-f4c5-5fd5-9fb2-462c35d27974,RE-INV-ADB2023004,CID-004,1aadc2e6-ed1f-5233-8949-79d0622740dc,2023-01-29,2023-02-28,4453.00,111.33,4564.33,Paid
75f5096b-40e5-5c38-944f-2f1f7ae1880c,RE-INV-ADB2023005,CID-005,7545f5c2-c3cc-5f8b-a9ee-7f8e9fb71c18,2023-02-05,2023-03-07,5332.50,133.31,5465.81,Paid
bd1d2052-8e77-5854-a054-706de55b2ab5,RE-INV-ADB2023006,CID-006,ab2c306d-9801-5be6-b399-f66e7a045176,2023-02-12,2023-03-14,6165.00,154.13,6319.13,Paid
2a277f40-7cda-5bd9-b721-92adb5ce7f23,RE-INV-ADB2023007,CID-007,abe86b67-3aa2-5e06-aa16-2dc44d50abc1,2023-02-19,2023-03-21,7325.50,183.14,7508.64,Paid
bee46ec2-9b62-53ba-8231-065d81b95d7f,RE-INV-ADB2023008,CID-008,3de993ea-175b-5709-87ae-b122c624c1c6,2023-02-26,2023-03-28,8439.00,210.98,8649.98,Paid
45084d6e-3535-51c6-aab1-988ded5106e4,RE-INV-ADB2023009,CID-009,51ea4b77-3700-52ac-97a1-a6494b73af56,2023-03-05,2023-04-04,9630.50,240.76,9871.26,Paid
13e97490-7089-5544-92d8-b824588b7669,RE-INV-ADB2023010,CID-010,5ec431c4-fe45-5e40-a1a4-6ec0f3c1d32e,2023-03-12,2023-04-11,4360.00,109.00,4469.00,Paid
81df0b11-7f7e-54ed-b340-b3be98f9bd03,RE-INV-ADB2023011,CID-011,09fe29b2-09bd-57a1-920e-85957bd8edd0,2023-03-19,2023-04-18,2278.50,56.96,2335.46,Paid
10f217c5-07b0-502e-bf9a-b6c9f102dc4c,RE-INV-ADB2023012,CID-012,9117e61f-f800-5904-923a-443b3381f18a,2023-03-26,2023-04-25,2790.00,69.75,2859.75,Paid
750ff9c2-1463-5a50-904b-3e30103381c1,RE-INV-ADB2023013,CID-013,0636ed3a-0421-523d-8f70-f02a10813fbb,2023-04-02,2023-05-02,3629.50,90.74,3720.24,Paid
b09219ef-ae4d-5bbf-91a5-697e5fd1eb17,RE-INV-ADB2023014,CID-014,a391565b-0515-5a24-84a6-841e8359889f,2023-04-09,2023-05-09,4422.00,110.55,4532.55,Paid
d397e904-6f28-5dc4-938d-e1d6de8062bd,RE-INV-ADB2023015,CID-015,694544e2-3939-51da-822d-9f926f851305,2023-04-16,2023-05-16,5292.50,132.31,5424.81,Paid
5932b129-4f8d-5b68-9d5e-5c2a8ebca6de,RE-INV-ADB2023016,CID-016,beca88bf-06fa-58bc-bb46-b6b9245374ba,2023-04-23,2023-05-23,6241.00,156.03,6397.03,Paid
5433d5d3-8f38-5482-8ba6-fd2c08236d0f,RE-INV-ADB2023017,CID-017,70b42a1c-b156-5436-b9f0-fa0e8dd49342,2023-04-30,2023-05-30,7267.50,181.69,7449.19,Paid
31b8a582-e488-506a-83d3-aa4e699b572b,RE-INV-ADB2023018,CID-018,0de5cc90-06a6-5a26-a351-53fdf3f54d78,2023-05-07,2023-06-06,8247.00,206.18,8453.18,Paid
d6f92a8d-a9cc-583a-920f-11364610a5db,RE-INV-ADB2023019,CID-019,e2727fe9-3d1d-52c1-98ea-bd80d9804374,2023-05-14,2023-06-13,3734.50,93.36,3827.86,Paid
14e1d9e0-417d-5e4b-909e-a1312933f538,RE-INV-ADB2023020,CID-020,fc9b6668-3b7f-5021-88d4-0ca6678d9874,2023-05-21,2023-06-20,4635.00,115.88,4750.88,Paid
b2c59788-187c-54f0-b7c4-1e81a99ea7bd,RE-INV-ADB2023021,CID-021,f542ce31-e7c0-59cb-8bcb-52e8c4a79889,2023-05-28,2023-06-27,5613.50,140.34,5753.84,Paid
