PaymentId,PaymentNumber,InvoiceId,CustomerId,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus
7c82dbb4-99bb-4f83-a7d6-f9aa62282c1a,PM-F100000,547fb079-2c37-456d-b7fc-e0a081bbf04f,CID-001,2024-03-05,16696.36,MC,Completed
97240d28-bf79-4ef0-b5de-9cfc733ab033,PM-F100001,debf63a9-3399-4fcd-bf3c-1c6fd956d2e5,CID-001,2021-12-22,9725.93,MC,Completed
4e791111-3eae-4034-88b6-184329272759,PM-F100002,2e1730d6-9db4-491e-95fc-bbff20cd5a92,CID-001,2024-04-09,306.48,PayPal,Completed
58b34c96-117e-4343-9cbc-62a1badeaba5,PM-F100003,22a36d89-f333-43f3-b640-13de22c530cc,CID-001,2020-07-19,761.99,PayPal,Completed
96d1f367-11f8-4b1a-be5a-580155b46d76,PM-F100004,9792ed6f-71ae-40cc-8efb-bb67ffc6fe01,CID-001,2022-12-07,14613.02,MC,Completed
fe6e7b33-0e91-4a98-808a-4f0ab212ca00,PM-F100005,585d89fb-30e0-434b-afee-7d6d80c8ce6c,CID-001,2022-12-21,2408.87,VISA,Completed
56a72cee-18b2-4a79-a00d-4d571a7ff0cb,PM-F100006,e5a23120-3462-469d-af56-8462346fde95,CID-002,2021-11-08,7134.29,Discover,Completed
f71bcd3f-b4f2-4842-af1d-95a3e1003b6b,PM-F100007,d01dd98a-fa6f-4b29-a251-4e2a17f87977,CID-002,2025-05-29,12534.54,MC,Completed
9bf1ab7d-f972-438a-bbea-59ab9823a01d,PM-F100008,e437c85a-4f4e-4105-8dec-faf2d69b6166,CID-003,2024-02-19,786.02,MC,Completed
57de6c77-81fa-41c4-aa3f-70d075ac334f,PM-F100009,05fa06e9-024b-4582-921e-e6598be87b38,CID-003,2022-10-21,2143.77,MC,Completed
7a0d13fa-ae8b-4b79-808e-d3953abb8489,PM-F100010,50b04560-89ea-468c-91a6-149b93476fad,CID-003,2024-10-25,1339.82,MC,Pending
9f89cb7f-9c5d-4df2-aaf9-12b68009db76,PM-F100011,504276e7-b885-4c47-ab43-c144eb32d0e0,CID-003,2025-04-02,19303.13,MC,Pending
1190d22c-07b3-4242-9b65-69c286ae6d24,PM-F100012,3cf389bf-a8fb-4874-98c2-258d673e1192,CID-004,2020-10-01,2078.89,MC,Pending
3357fd8f-cb4e-42e7-9899-c961091896c1,PM-F100013,e9024284-02ad-43fd-8f54-2402767a9c1a,CID-004,2020-12-15,3511.79,MC,Completed
c1d43b07-987a-4d36-9595-156ed2f83ed6,PM-F100014,58a3c101-cdda-4f8e-a1c3-49b2d93cf6fa,CID-005,2019-07-13,9616.74,Discover,Completed
4f5b3949-b742-4b6e-9744-b3fc0054cab2,PM-F100015,d7efc54f-7aea-46f9-a0b6-4a901d9b463c,CID-005,2023-04-18,5142.37,Discover,Completed
fd43ef99-cd99-4a8d-88d9-b1629f8ab4d0,PM-F100016,82d4da4d-1edf-45ef-bd99-50f2cc810697,CID-005,2025-03-20,9046.78,PayPal,Completed
4b4ef9ac-6b1d-4cec-8f95-a392852456f6,PM-F100017,9faf49c0-fb28-402c-95fb-b467e79b1643,CID-005,2022-06-30,7862.6,MC,Failed
cbce8159-aa89-4368-830e-d09a6b162f51,PM-F100018,b9369629-f54c-462c-b8f8-ff351d8b60ee,CID-006,2025-06-02,6109.84,PayPal,Completed
5c18aed9-c910-4a48-9b8a-d1501e51262e,PM-F100019,136bd700-8f76-4023-a207-e0617c23cc24,CID-006,2022-06-25,392.41,Discover,Completed
3de079c0-381e-45b4-beef-484121e68f84,PM-F100020,b936b591-324e-4c8f-a45b-0dd2831641d3,CID-006,2019-05-18,14746.53,PayPal,Completed
d3a5902c-1f37-4321-bccd-285dbdbfc96d,PM-F100021,1c1d137a-f7ee-4e97-9fa4-f197abc8aa2f,CID-006,2024-06-24,2252.55,PayPal,Completed
1ea9c758-847e-4969-a6ff-b2649f7e20ed,PM-F100022,15a821ef-4dcb-4724-adc7-9472959a343f,CID-006,2019-02-20,20683.85,PayPal,Pending
74212787-3663-43da-a4dd-68230e5ad157,PM-F100023,abe5d004-7693-48f7-8fe2-11451a32b957,CID-006,2019-07-18,125.44,Discover,Completed
ea85e60d-2551-4250-a30d-9366e5f74956,PM-F100024,5bacb77f-20e5-4ff1-894e-aff7f9bfb6b2,CID-006,2020-11-07,7764.67,MC,Completed
c52357bb-8dfe-4ad1-bfcc-840033f4aa21,PM-F100025,430a9050-5a41-4faf-8e51-cbfd58c1ca9f,CID-006,2019-01-16,113.57,MC,Completed
4c42f6a5-8043-4541-9b10-9ef76ee10ab7,PM-F100026,3c2bccbf-9072-4acb-9f00-b58ee0df4704,CID-006,2024-10-16,1265.13,PayPal,Completed
96929ed0-5f4c-4b8f-bfc8-522f154cb5e0,PM-F100027,6c875f05-ecb7-4920-8b4d-7c3cdcef9963,CID-007,2020-01-02,257.69,Discover,Completed
2dd9fa69-0c11-4b85-9db0-1ab44d9cd9a5,PM-F100028,603b75e8-5b8b-4b70-9d1b-75436d858935,CID-008,2019-08-27,12939.46,MC,Completed
