OrderId,SalesChannelId,OrderNumber,CustomerId,CustomerAccountId,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
04ba5b13-5e1f-427e-b815-e9a11bb4fc32,Fabric,F100000,CID-001,CA-0001,2024-03-05,Completed,15901.3,795.06,16696.36,MC,USD,SampleGen
1c2b5134-22ac-4687-adc5-40085b14ea3d,Fabric,F100001,CID-001,CA-0001,2021-12-22,Completed,9262.79,463.14,9725.93,MC,USD,SampleGen
db62284c-5683-459f-9a16-875195badf86,Fabric,F100002,CID-001,CA-0001,2024-04-09,Completed,291.89,14.59,306.48,PayPal,USD,SampleGen
ab283b1a-4690-4069-b114-53e2ca419c4d,Fabric,F100003,CID-001,CA-0001,2020-07-19,Completed,725.71,36.28,761.99,PayPal,USD,SampleGen
7c15cda5-a37d-4058-bfee-2646919407ae,Fabric,F100004,CID-001,CA-0001,2022-12-07,Completed,13917.16,695.86,14613.02,MC,USD,SampleGen
564fb9fe-bef8-48bd-92c5-889866ee235e,Fabric,F100005,CID-001,CA-0001,2022-12-21,Completed,2294.16,114.71,2408.87,VISA,USD,SampleGen
a73a6ee8-22d5-46f1-a483-05c19374cdc7,Fabric,F100006,CID-002,CA-0003,2021-11-08,Completed,6794.56,339.73,7134.29,Discover,USD,SampleGen
d5894d7d-8965-4c67-93db-4bf80f9cf185,Fabric,F100007,CID-002,CA-0003,2025-05-29,Completed,11937.65,596.89,12534.54,MC,USD,SampleGen
36e6e63a-d2d8-453a-a653-f261bdc6af33,Fabric,F100008,CID-003,CA-0005,2024-02-19,Completed,748.59,37.43,786.02,MC,USD,SampleGen
aad61666-5829-47dd-858f-c9026f4669ef,Fabric,F100009,CID-003,CA-0005,2022-10-21,Completed,2041.69,102.08,2143.77,MC,USD,SampleGen
db0b55eb-fd62-4273-9eb7-8eb0123f1bb3,Fabric,F100010,CID-003,CA-0005,2024-10-25,Pending,1276.02,63.8,1339.82,MC,USD,SampleGen
52b71473-f7a2-46c3-aa8a-b98eaff387bc,Fabric,F100011,CID-003,CA-0005,2025-04-02,Pending,18383.94,919.19,19303.13,MC,USD,SampleGen
4ab86579-c706-4672-90fd-281439c94fac,Fabric,F100012,CID-004,CA-0007,2020-10-01,Pending,1979.9,98.99,2078.89,MC,USD,SampleGen
9b1823c5-7778-4f6b-b0c1-387629326a7e,Fabric,F100013,CID-004,CA-0007,2020-12-15,Completed,3344.56,167.23,3511.79,MC,USD,SampleGen
1358f99d-5439-4609-9d22-61b7507b6a97,Fabric,F100014,CID-005,CA-0009,2019-07-13,Completed,9158.79,457.95,9616.74,Discover,USD,SampleGen
995ab9c4-8162-4da6-afa1-519b3d389c13,Fabric,F100015,CID-005,CA-0009,2023-04-18,Completed,4897.49,244.88,5142.37,Discover,USD,SampleGen
30555500-cf4d-4d1e-a01e-4780c8618771,Fabric,F100016,CID-005,CA-0009,2025-03-20,Completed,8615.98,430.8,9046.78,PayPal,USD,SampleGen
