OrderId,PaymentMethod,TransactionId
4809df09-2389-5615-939d-ffe772ed7817,ACH,3b3080cc-b4a1-5327-b2e6-7e4cd0cba76b
52b78207-bb99-5b2e-9ca5-2876f5bb8ea4,Wire,2a0305b7-4183-52ba-8881-94ba2d643bf3
2f1e19d2-e019-51b7-b79b-4e9d0dcd5863,REC Registry,f18d6cc9-fbf7-55fd-9e61-e3f24b4228d5
1aadc2e6-ed1f-5233-8949-79d0622740dc,ACH,cb2b0912-1e22-5375-87b8-40c1cf15f36c
7545f5c2-c3cc-5f8b-a9ee-7f8e9fb71c18,Wire,5ed3aa99-02ab-5d98-acc5-678d92e6a8b6
ab2c306d-9801-5be6-b399-f66e7a045176,ACH,344da17d-c579-59f8-9af9-b96d63e0e45c
abe86b67-3aa2-5e06-aa16-2dc44d50abc1,Wire,d9c22894-e4d9-5972-af0c-e02cff89af70
3de993ea-175b-5709-87ae-b122c624c1c6,REC Registry,b8fc6b90-1ad4-53d0-b126-b44cc5b89326
51ea4b77-3700-52ac-97a1-a6494b73af56,ACH,1217d4ec-0381-53b5-8949-f8a49f495164
5ec431c4-fe45-5e40-a1a4-6ec0f3c1d32e,Wire,77c25582-6e09-57ae-844c-42c9f4ca0c4c
09fe29b2-09bd-57a1-920e-85957bd8edd0,ACH,ab6dc9df-f5fb-547f-bf47-0e6829acbdbc
9117e61f-f800-5904-923a-443b3381f18a,Wire,82cfa2ef-a3e2-5810-a9c8-f06f236b28db
0636ed3a-0421-523d-8f70-f02a10813fbb,REC Registry,1442cfff-de9c-5df3-b0a0-b24ad8230fe3
a391565b-0515-5a24-84a6-841e8359889f,ACH,77e6f003-5e79-5cc3-be03-3a4f6248cb0b
694544e2-3939-51da-822d-9f926f851305,Wire,92aa6aae-8857-53af-be6f-18c10c13e4a9
beca88bf-06fa-58bc-bb46-b6b9245374ba,ACH,c9b3df02-6719-5c24-8859-b4f2f6e5a306
70b42a1c-b156-5436-b9f0-fa0e8dd49342,Wire,73c7dbb5-250d-5752-87a1-7fa31e0a1b13
0de5cc90-06a6-5a26-a351-53fdf3f54d78,REC Registry,8860b029-841c-5f2d-ae46-b6c60b92cb2f
e2727fe9-3d1d-52c1-98ea-bd80d9804374,ACH,c1765234-d67a-5709-80cf-8d43f4092fe6
fc9b6668-3b7f-5021-88d4-0ca6678d9874,Wire,2594e839-1a89-5506-af04-b15a1dcfea4f
f542ce31-e7c0-59cb-8bcb-52e8c4a79889,ACH,dc3e0528-023d-57a7-a374-56c77bfb8f20
9472a3cd-2871-513f-8803-5b8b04078358,Wire,1d75993d-aa00-5f5f-90c0-4884a24208d3
31c3a9e4-db49-56c1-809b-51bca37eebbb,REC Registry,be83b96b-dbbd-5e9f-998f-cfaee8b4e6f9
3bd81834-6d2c-5fc0-8e0b-fbb16f13f51b,ACH,fc2127a9-3659-50c4-b946-d64de427b9af
7098d678-f90c-585f-96c2-407463ab9912,Wire,99508a2c-1b43-52b7-abb4-f88aaa975cbc
45c1ac25-efe4-53ba-a62c-b00faae11a94,ACH,68e9a67e-fc0a-5c43-8449-b1aa2fe601b3
aa2b3ccd-ae8d-5ae3-902c-78af0f96fac1,Wire,9a24dda1-3cf8-5f71-9324-9da170448778
10ab8414-5e0e-55aa-a805-61e141fe959a,REC Registry,a277a810-2468-53c2-a16e-b1316ea30562
a023232e-6281-52d6-bebf-0d87883d9f8a,ACH,dfbe2f97-3683-51fe-9d67-ac4a26cd60b3
6ad8acfb-3032-50ae-8c4b-eda90a508e2d,Wire,a6b3f547-b83c-52ad-b94e-6f2736750c1f
e00565a5-5bbe-5dd1-9067-4166498e2a87,ACH,db24970f-6bdc-5a2a-8c6a-cd0b65fd914c
ac2579af-06f3-52c8-b602-19f655160323,Wire,a5ebb802-f134-5bce-b809-96bf8e626d7c
1f56b7c3-f925-5040-8a11-dbe09e807c6f,REC Registry,b0bf5375-0b24-5d7f-bbc4-4243598f2376
722dfc9e-d856-506e-9fcc-d83a540ad155,ACH,6e52c87b-d33b-59eb-a695-5e8d8ec8edd6
59f2e943-c606-59c4-88e4-2d56c07ab08c,Wire,d7adab86-de9b-5185-a1af-c266b8284f8b
f40a7316-ec79-59e2-8328-3dd97564f386,ACH,f144c20d-ddc6-5fc9-a7dc-b33db80dbf44
c6e71fa1-c930-5704-9763-c783b2a4aa2a,Wire,40cfaa7e-4ac3-5b2d-abe9-e6930b251e70
eb43ac48-e310-53cb-bf6f-220665b215f3,REC Registry,6de1a176-6295-5f71-a58b-4718e64038c0
0eafece8-4b4b-58e5-adb2-76c638b12606,ACH,70d97244-f8a7-5c72-95bc-b6612f46d452
65cb402b-b180-556c-92d0-114fa72de28b,Wire,eca78400-2541-5310-a4a1-6c0509773016
edaf962e-c0c0-5d5e-a7d8-32e44a3c51e0,ACH,3dad1eee-a765-5682-9a99-13a94567fa4e
419223f6-17a7-57a4-aef9-eab5e662db82,Wire,3eec2c3b-5bb1-57a2-badd-0b198ce09442
300c15f0-0306-5ee0-8870-65488c800667,REC Registry,41e0817a-d652-562e-9804-324d1141a6d6
41285903-de90-5f58-8fe4-1ab168ccdbc7,ACH,a8d8e72a-b096-50db-90ba-a89b956942cc
144f9524-2a1b-582c-94b6-57757417f4a1,Wire,e78a78c0-d0aa-5116-a244-9e49d1f2b5a8
ea69043b-9de6-5f74-81ff-791a73fa53e4,ACH,6a28ad43-81e8-58bd-a090-8fa6eb81f949
056916ca-ba10-59b9-a314-2ff772c60863,Wire,a75645fb-238f-541a-9da8-d25a4bb42c58
a6a312e9-5540-5133-9feb-f57086cde2b5,REC Registry,bc9f33b9-1426-5a70-832c-5c38e5623e8d
57b562b5-8b11-528d-a251-20569cc4465b,ACH,897287ed-8b81-54c6-b36a-a247de26385b
84944668-1075-51fe-a46c-23adc815b3ec,Wire,7189234d-b8dd-570a-8a17-3208c9296ccb
30187ce2-f965-5c24-8564-93b0f1d5023c,ACH,9d1b9f18-5ea4-58c7-9ce8-7a0bda773325
a6bbe986-d330-56c2-9707-94e3abfe2daa,Wire,211b928d-b453-5ee4-a6c2-7e4d5e26a6d2
ffcaf4d6-0c32-5890-b90d-2030cdfed783,REC Registry,24bd9e6b-e273-511e-9195-65973ec2502f
1c1aa5ca-d994-53f2-9299-3882c388d527,ACH,aa17e2df-a24a-52cd-aa14-91b0225222f2
1d8def1a-6cd2-5f6d-b817-b9afe9d584ad,Wire,a9597af5-54f0-5496-93cc-404e25832ee7
bfdb78d6-c6a7-5974-a5c4-dd4390d99623,ACH,a8112beb-37df-555d-9812-cfcebbb05ee2
48c2ee9f-7f3d-5612-9dec-60362b2af8e2,Wire,4d892cdf-c9e9-5c20-8f69-69bd51d82eca
3edc67f9-bae6-520b-8b12-22cf64869eb7,REC Registry,3c689ff5-e14c-5381-9dbf-9f9b59f053fd
128113e0-ef45-5a67-b85a-1400fcc84901,ACH,28ff2a68-62a1-5fc1-9fe6-f3501af3d578
8be7e3af-0d60-5331-a19d-cec9701655a5,Wire,96f262fa-7d54-5b48-9f4d-d6de60c9937f
dc406a17-c709-54b2-b06f-31936612691b,ACH,273f7ed4-52f4-58e7-915d-c764a2007083
84d633b6-d1d5-5c6d-8cb5-0c3992a95652,Wire,32b1209e-a8db-58dc-8915-c220fd36c7bf
25c6cdde-5435-5f04-8b84-1429555ffe3c,REC Registry,b8162ca2-922c-55f4-8cb7-2959db84b21b
4f5b6e39-eace-58e6-871e-b97f4c4d0844,ACH,37392369-3f6d-5a42-a95f-4fcb5d22269d
1c2afbf3-1034-5fba-ab1c-1f8445d838d9,Wire,f4f38c93-ee1b-53f6-9c61-306344db1ad2
85ca60c6-2597-5927-b877-1620bb025849,ACH,b16121e0-0987-53ef-9669-11e1d6221ce8
b3fbfc5a-2567-5ffe-a453-0bdc24f65097,Wire,b144e0de-ff31-555a-b23b-5c110236cd9b
8a5c89f3-d58b-59b9-bc04-86124914027f,REC Registry,faf2b3b2-7116-5518-9c19-5227cd4a3a78
ce31c924-13f4-54ea-8c06-59904481f170,ACH,60ae2747-42d5-5f29-b49c-a3fa6da67493
9a4275c1-adcb-563a-a7d1-bf8c38f022cd,Wire,fe874ad9-74c4-58de-9943-de42125dc9bf
7a437b94-e2ae-5d7f-8c9c-f8fccd91f904,ACH,a21a3b3f-c5d4-5b08-95ec-6f8f3fe66077
a8da3b8e-0805-5d55-9af9-b845a7561e6a,Wire,c8f5a110-0046-5ddf-b34b-42ad8ba16e24
9153c5be-dcf5-58e3-a4db-af49304c161b,REC Registry,a85afe1a-eee5-5e67-929b-10c7205dd554
907117aa-fd66-5096-8d38-1e9aff032d1e,ACH,99b346f6-3609-58e2-970b-a0aa38d34476
6c66d068-4353-59b0-9885-a48aa42e2d46,Wire,148f1535-c49b-597b-9b56-445d84686b5a
4614fe72-c73a-5b52-9cb7-7560526fbbbe,ACH,72425ec5-d7f0-51f5-8ca8-683ad0c214b3
830f315d-8d91-5513-96ac-54e75647d8e6,Wire,7e704969-9a2a-5e52-b2dc-ddd5648f2179
3db5590d-4d9f-5e54-8af0-9b01399ae482,REC Registry,623ef36f-7b05-5d8c-89cb-f54752e78370
b6999f94-2864-5fdf-a03f-8322b456e115,ACH,d69a47a9-daa6-5ac0-a55d-e7b72dc8cef6
179db6b6-d88c-5b01-96c0-d948e671756c,Wire,a7670e48-6fe1-553b-af65-b84c7c2d8917
7750c20a-565b-5e3e-a139-140029f6436b,ACH,71becc21-53bd-5dfe-bd5d-2fea37802f74
