OrderId,OrderLineNumber,ProductId,ProductName,Quantity,UnitPrice,LineTotal,DiscountAmount,TaxAmount
4809df09-2389-5615-939d-ffe772ed7817,1,1001,Solar MWh Settlement Product 01,83.00,27.50,2282.50,0.00,57.06
52b78207-bb99-5b2e-9ca5-2876f5bb8ea4,1,1002,Wind MWh Settlement Product 02,96.00,30.50,2928.00,0.00,73.20
2f1e19d2-e019-51b7-b79b-4e9d0dcd5863,1,1003,Hybrid MWh Settlement Product 03,109.00,33.50,3651.50,0.00,91.29
1aadc2e6-ed1f-5233-8949-79d0622740dc,1,1004,Storage Storage MWh Settlement Product 04,122.00,36.50,4453.00,0.00,111.33
7545f5c2-c3cc-5f8b-a9ee-7f8e9fb71c18,1,1005,REC REC Settlement Product 05,135.00,39.50,5332.50,0.00,133.31
ab2c306d-9801-5be6-b399-f66e7a045176,1,1006,Capacity MW-month Settlement Product 06,148.00,42.50,6165.00,125.00,154.13
abe86b67-3aa2-5e06-aa16-2dc44d50abc1,1,1007,Curtailment MWh Settlement Product 07,161.00,45.50,7325.50,0.00,183.14
3de993ea-175b-5709-87ae-b122c624c1c6,1,1008,Green Tariff MWh Settlement Product 08,174.00,48.50,8439.00,0.00,210.98
51ea4b77-3700-52ac-97a1-a6494b73af56,1,1009,Community Solar Subscription MWh Settlement Product 09,187.00,51.50,9630.50,0.00,240.76
5ec431c4-fe45-5e40-a1a4-6ec0f3c1d32e,1,1010,Geothermal MWh Settlement Product 10,80.00,54.50,4360.00,0.00,109.00
09fe29b2-09bd-57a1-920e-85957bd8edd0,1,1011,Solar MWh Settlement Product 11,93.00,24.50,2278.50,0.00,56.96
9117e61f-f800-5904-923a-443b3381f18a,1,1012,Wind MWh Settlement Product 12,106.00,27.50,2790.00,125.00,69.75
0636ed3a-0421-523d-8f70-f02a10813fbb,1,1013,Hybrid MWh Settlement Product 13,119.00,30.50,3629.50,0.00,90.74
a391565b-0515-5a24-84a6-841e8359889f,1,1014,Storage Storage MWh Settlement Product 14,132.00,33.50,4422.00,0.00,110.55
694544e2-3939-51da-822d-9f926f851305,1,1015,REC REC Settlement Product 15,145.00,36.50,5292.50,0.00,132.31
beca88bf-06fa-58bc-bb46-b6b9245374ba,1,1016,Capacity MW-month Settlement Product 16,158.00,39.50,6241.00,0.00,156.03
70b42a1c-b156-5436-b9f0-fa0e8dd49342,1,1017,Curtailment MWh Settlement Product 17,171.00,42.50,7267.50,0.00,181.69
0de5cc90-06a6-5a26-a351-53fdf3f54d78,1,1018,Green Tariff MWh Settlement Product 18,184.00,45.50,8247.00,125.00,206.18
e2727fe9-3d1d-52c1-98ea-bd80d9804374,1,1019,Community Solar Subscription MWh Settlement Product 19,77.00,48.50,3734.50,0.00,93.36
fc9b6668-3b7f-5021-88d4-0ca6678d9874,1,1020,Geothermal MWh Settlement Product 20,90.00,51.50,4635.00,0.00,115.88
f542ce31-e7c0-59cb-8bcb-52e8c4a79889,1,1021,Solar MWh Settlement Product 21,103.00,54.50,5613.50,0.00,140.34
9472a3cd-2871-513f-8803-5b8b04078358,1,1022,Wind MWh Settlement Product 22,136.88,24.50,3353.56,0.00,83.84
31c3a9e4-db49-56c1-809b-51bca37eebbb,1,1023,Hybrid MWh Settlement Product 23,152.22,27.50,4186.05,0.00,104.65
3bd81834-6d2c-5fc0-8e0b-fbb16f13f51b,1,1024,Storage Storage MWh Settlement Product 24,167.56,30.50,4985.58,125.00,124.64
7098d678-f90c-585f-96c2-407463ab9912,1,1025,REC REC Settlement Product 25,182.90,33.50,6127.15,0.00,153.18
45c1ac25-efe4-53ba-a62c-b00faae11a94,1,1026,Capacity MW-month Settlement Product 26,198.24,36.50,7235.76,0.00,180.89
aa2b3ccd-ae8d-5ae3-902c-78af0f96fac1,1,1027,Curtailment MWh Settlement Product 27,213.58,39.50,8436.41,0.00,210.91
10ab8414-5e0e-55aa-a805-61e141fe959a,1,1028,Green Tariff MWh Settlement Product 28,87.32,42.50,3711.10,0.00,92.78
a023232e-6281-52d6-bebf-0d87883d9f8a,1,1029,Community Solar Subscription MWh Settlement Product 29,102.66,45.50,4671.03,0.00,116.78
6ad8acfb-3032-50ae-8c4b-eda90a508e2d,1,1030,Geothermal MWh Settlement Product 30,118.00,48.50,5598.00,125.00,139.95
e00565a5-5bbe-5dd1-9067-4166498e2a87,1,1031,Solar MWh Settlement Product 31,133.34,51.50,6867.01,0.00,171.68
ac2579af-06f3-52c8-b602-19f655160323,1,1032,Wind MWh Settlement Product 32,148.68,54.50,8103.06,0.00,202.58
1f56b7c3-f925-5040-8a11-dbe09e807c6f,1,1033,Hybrid MWh Settlement Product 33,164.02,24.50,4018.49,0.00,100.46
722dfc9e-d856-506e-9fcc-d83a540ad155,1,1034,Storage Storage MWh Settlement Product 34,179.36,27.50,4932.40,0.00,123.31
59f2e943-c606-59c4-88e4-2d56c07ab08c,1,1035,REC REC Settlement Product 35,194.70,30.50,5938.35,0.00,148.46
f40a7316-ec79-59e2-8328-3dd97564f386,1,1036,Capacity MW-month Settlement Product 36,210.04,33.50,6911.34,125.00,172.78
c6e71fa1-c930-5704-9763-c783b2a4aa2a,1,1037,Curtailment MWh Settlement Product 37,83.78,36.50,3057.97,0.00,76.45
eb43ac48-e310-53cb-bf6f-220665b215f3,1,1038,Green Tariff MWh Settlement Product 38,99.12,39.50,3915.24,0.00,97.88
0eafece8-4b4b-58e5-adb2-76c638b12606,1,1039,Community Solar Subscription MWh Settlement Product 39,114.46,42.50,4864.55,0.00,121.61
