OrderId,SalesChannelId,OrderNumber,CustomerId,CustomerAccountId,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
6c4014de-1b39-4836-93de-700d42bd626d,ADB,F100000,CID-001,CA-0001,9/27/2024,Completed,1853.82,92.69,1946.51,MC,USD,SampleGen
21fb191a-891b-4687-b147-88ca0cc339df,ADB,F100001,CID-001,CA-0001,4/5/2025,Completed,487.23,24.36,511.59,Discover,USD,SampleGen
668fdadf-b07a-4ff5-97e9-d8c174ea7b5a,ADB,F100002,CID-001,CA-0001,6/23/2024,Cancelled,449.04,22.44,471.48,VISA,USD,SampleGen
2249eb50-d847-475a-9acf-0f4c79bc28d6,ADB,F100003,CID-001,CA-0001,6/22/2022,Cancelled,1037.78,51.89,1089.67,MC,USD,SampleGen
51ad04d7-2e79-4248-a3b7-c4cc31d37377,ADB,F100004,CID-001,CA-0001,4/14/2021,Completed,2003.24,100.16,2103.4,PayPal,USD,SampleGen
6d46051c-0a96-47c3-98f0-ec05a1cd7759,ADB,F100005,CID-001,CA-0001,1/27/2019,Pending,2736.02,136.81,2872.83,Discover,USD,SampleGen
2cb4b85d-407d-4c8d-90d2-2f2a8de9a71e,ADB,F100006,CID-001,CA-0001,8/2/2021,Completed,1040.24,52.02,1092.26,Discover,USD,SampleGen
d57cc978-c08c-4171-b2fc-d605d3f5a70e,ADB,F100007,CID-001,CA-0001,7/2/2019,Pending,203.99,10.2,214.19,MC,USD,SampleGen
950f6a5c-1a20-4700-82e8-93fac0282526,ADB,F100008,CID-001,CA-0001,8/11/2019,Completed,1555.38,77.77,1633.15,VISA,USD,SampleGen
13d8e317-5e83-40d7-8ecc-93882cf97b0a,ADB,F100009,CID-001,CA-0001,8/13/2019,Completed,1538.76,76.93,1615.69,VISA,USD,SampleGen
90b785c2-e9de-48b1-90d2-87c2e5990d8e,ADB,F100010,CID-001,CA-0001,10/15/2020,Pending,2410.37,120.52,2530.89,Discover,USD,SampleGen
ba6099fc-84a0-4890-ba9a-735b287e856f,ADB,F100011,CID-001,CA-0001,11/18/2022,Pending,769.29,38.46,807.75,VISA,USD,SampleGen
5dcd7e19-3842-4d63-b28c-4b6e2d2379b7,ADB,F100012,CID-002,CA-0003,6/27/2024,Completed,1535.67,76.78,1612.45,Discover,USD,SampleGen
a13c5015-0cd8-4a7e-83b4-694cd1a664b7,ADB,F100013,CID-003,CA-0005,2/2/2024,Completed,3116.72,155.84,3272.56,MC,USD,SampleGen
ee8da15f-74d6-4ef6-9efe-0b713aaae046,ADB,F100014,CID-003,CA-0005,10/3/2020,Completed,2345.92,117.3,2463.22,VISA,USD,SampleGen
9c673f90-98cf-408c-aec8-9ac2cdacbb1c,ADB,F100015,CID-003,CA-0005,8/31/2024,Completed,1872.76,93.63,1966.39,VISA,USD,SampleGen
85ec09db-b07d-44f3-8175-2f9288d41338,ADB,F100016,CID-004,CA-0007,6/12/2025,Completed,1895.42,94.77,1990.19,Discover,USD,SampleGen
1ead6d5d-4229-4cb7-9878-58e1db0ba247,ADB,F100017,CID-004,CA-0007,1/4/2020,Completed,260.81,13.04,273.85,MC,USD,SampleGen
52685c6e-b54b-4b00-9c49-22b50eb1c4f5,ADB,F100018,CID-005,CA-0009,6/27/2021,Completed,847.54,42.38,889.92,MC,USD,SampleGen
f83c4c97-e77d-4d0c-a9fd-b33f5f5ae232,ADB,F100019,CID-005,CA-0009,11/28/2021,Completed,878.82,43.95,922.77,MC,USD,SampleGen
e3e9e80d-1e9c-4cc7-83bd-0d025073ad9c,ADB,F100020,CID-005,CA-0009,3/26/2024,Completed,204.54,10.23,214.77,Discover,USD,SampleGen
5b679c3b-a600-4f4a-8e40-43b684057d9c,ADB,F100021,CID-006,CA-0011,3/11/2025,Completed,1342.77,67.14,1409.91,MC,USD,SampleGen
dc9b1ab4-8e1a-469d-8af1-0d8c7ffd0927,ADB,F100022,CID-006,CA-0011,6/3/2024,Completed,375.92,18.8,394.72,VISA,USD,SampleGen
8e993a12-0cf1-47ca-9798-98407eca9845,ADB,F100023,CID-006,CA-0011,8/4/2023,Completed,250.9,12.55,263.45,Discover,USD,SampleGen
39a19b96-e007-4a0e-aa79-ec14ca67aab8,ADB,F100024,CID-006,CA-0011,5/20/2022,Completed,924.27,46.21,970.48,VISA,USD,SampleGen
7a81129c-24ba-4c43-b5e1-08612ccc040c,ADB,F100025,CID-006,CA-0011,8/18/2021,Completed,110.82,5.54,116.36,PayPal,USD,SampleGen
641bb52b-f201-473c-a680-49b9e1288927,ADB,F100026,CID-006,CA-0011,7/3/2020,Completed,203.3,10.17,213.47,PayPal,USD,SampleGen
a391c978-dd96-49b7-a08c-5c0a1b5bdd3d,ADB,F100027,CID-006,CA-0011,3/12/2022,Completed,2017.42,100.88,2118.3,Discover,USD,SampleGen
240a4e9f-b65f-4b8b-963f-dcafb9f5fdfc,ADB,F100028,CID-006,CA-0011,1/7/2023,Completed,826.03,41.3,867.33,VISA,USD,SampleGen
f4e1f1ee-347a-4a6d-85ca-933b48ad7898,ADB,F100029,CID-006,CA-0011,5/16/2022,Completed,507.26,25.36,532.62,VISA,USD,SampleGen
0d4ea719-7f90-4c38-84a2-ebe57e001ec4,ADB,F100030,CID-007,CA-0013,10/18/2019,Cancelled,1220.08,61,1281.08,VISA,USD,SampleGen
0570376d-ed6b-403c-9eba-6a182609d1de,ADB,F100031,CID-008,CA-0014,7/8/2021,Completed,1611.67,80.59,1692.26,Discover,USD,SampleGen
