AccountId,AccountNumber,CustomerId,AccountType,AccountStatus,CreatedDate,ClosedDate,Balance,Currency,Description
130853a8-c871-47f6-a825-2164ca688d23,ACC-Fabric-1000,CID-001,Receivable,Active,2022-12-21,,0.0,USD,Customer receivable account (Fabric)
36c0bf99-90a4-4181-946a-e1498e6c9513,ACC-Fabric-1001,CID-002,Receivable,Active,2025-05-29,,0.0,USD,Customer receivable account (Fabric)
fd3b7b34-dbe0-4ab6-a0e0-d73ff0f537c9,ACC-Fabric-1002,CID-003,Receivable,Overdue,2025-04-02,,20642.95,USD,Customer receivable account (Fabric)
a959213e-1d77-489f-94f0-3718d8a57f20,ACC-Fabric-1003,CID-004,Receivable,Overdue,2020-12-15,,2078.89,USD,Customer receivable account (Fabric)
ccf79beb-0a17-4cc8-b0df-d12d3259865e,ACC-Fabric-1004,CID-005,Receivable,Overdue,2022-06-30,,7862.6,USD,Customer receivable account (Fabric)
d4ced491-abc5-45d8-b2e0-bd0d586f8b10,ACC-Fabric-1005,CID-006,Receivable,Overdue,2024-10-16,,20683.85,USD,Customer receivable account (Fabric)
fa1fe8ff-c2f5-428b-b58b-a64e3d19b7a0,ACC-Fabric-1006,CID-007,Receivable,Active,2020-01-02,,0.0,USD,Customer receivable account (Fabric)
d9bedd5c-de90-497b-949a-e8485e551973,ACC-Fabric-1007,CID-008,Receivable,Active,2022-12-01,,0.0,USD,Customer receivable account (Fabric)
f488ce58-e3fe-4abf-843b-f22eab498ed8,ACC-Fabric-1008,CID-009,Receivable,Active,2019-10-03,,0.0,USD,Customer receivable account (Fabric)
2033ac98-72ae-42f3-aeb3-a1fa9fef2dd6,ACC-Fabric-1009,CID-010,Receivable,Overdue,2022-06-29,,11662.69,USD,Customer receivable account (Fabric)
12c02be2-b0af-42a7-b679-d308010bbe5a,ACC-Fabric-1010,CID-011,Receivable,Active,2025-01-09,,0.0,USD,Customer receivable account (Fabric)
a35ccdd9-8fa0-4d0d-a04d-d5a9f4f02844,ACC-Fabric-1011,CID-012,Receivable,Active,2021-06-06,,0.0,USD,Customer receivable account (Fabric)
09d3073b-ce7c-43aa-95d6-9158e374fa16,ACC-Fabric-1012,CID-013,Receivable,Active,2022-04-10,,0.0,USD,Customer receivable account (Fabric)
b208a01d-3dae-40db-8fe0-93be027a06b4,ACC-Fabric-1013,CID-014,Receivable,Active,2021-04-28,,0.0,USD,Customer receivable account (Fabric)
ee386a4c-73c4-4f6f-a359-40a01649dee1,ACC-Fabric-1014,CID-015,Receivable,Overdue,2020-01-01,,1404.05,USD,Customer receivable account (Fabric)
e40eb3cc-994c-41eb-b395-7650232d4343,ACC-Fabric-1015,CID-016,Receivable,Active,2022-10-21,,0.0,USD,Customer receivable account (Fabric)
6040ead8-678a-4f7b-8bd7-34de5a993a25,ACC-Fabric-1016,CID-017,Receivable,Overdue,2022-04-09,,4075.4400000000005,USD,Customer receivable account (Fabric)
946b28dc-8d70-4558-8abc-190be8811e23,ACC-Fabric-1017,CID-018,Receivable,Overdue,2025-06-13,,317.14999999999964,USD,Customer receivable account (Fabric)
7cf249e7-7fe7-4b72-a0e9-a8ce142b40fa,ACC-Fabric-1018,CID-019,Receivable,Overdue,2025-05-05,,11567.74,USD,Customer receivable account (Fabric)
55cbbc98-9ec8-4738-9c6e-dd3eea7008a8,ACC-Fabric-1019,CID-020,Receivable,Active,2019-07-08,,0.0,USD,Customer receivable account (Fabric)
3a1953fb-a9cd-48b8-836d-b0a72674ed02,ACC-Fabric-1020,CID-021,Receivable,Active,2022-01-30,,0.0,USD,Customer receivable account (Fabric)
3a625a80-7ced-451d-9597-2070419f8392,ACC-Fabric-1021,CID-022,Receivable,Active,2020-02-05,,0.0,USD,Customer receivable account (Fabric)
5edc8b3d-eff9-48f2-a3f8-b74ee2d8b7f9,ACC-Fabric-1022,CID-023,Receivable,Active,2019-03-24,,0.0,USD,Customer receivable account (Fabric)
d9853255-41e5-4554-8a0f-ea671ffd1f94,ACC-Fabric-1023,CID-024,Receivable,Active,2023-12-09,,0.0,USD,Customer receivable account (Fabric)
