InvoiceId,InvoiceNumber,CustomerId,OrderId,InvoiceDate,DueDate,SubTotal,TaxAmount,TotalAmount,InvoiceStatus
547fb079-2c37-456d-b7fc-e0a081bbf04f,IN-F100000,CID-001,04ba5b13-5e1f-427e-b815-e9a11bb4fc32,2024-03-05,2024-03-05,15901.3,795.06,16696.36,Issued
debf63a9-3399-4fcd-bf3c-1c6fd956d2e5,IN-F100001,CID-001,1c2b5134-22ac-4687-adc5-40085b14ea3d,2021-12-22,2021-12-22,9262.79,463.14,9725.93,Issued
2e1730d6-9db4-491e-95fc-bbff20cd5a92,IN-F100002,CID-001,db62284c-5683-459f-9a16-875195badf86,2024-04-09,2024-04-09,291.89,14.59,306.48,Issued
22a36d89-f333-43f3-b640-13de22c530cc,IN-F100003,CID-001,ab283b1a-4690-4069-b114-53e2ca419c4d,2020-07-19,2020-07-19,725.71,36.28,761.99,Issued
9792ed6f-71ae-40cc-8efb-bb67ffc6fe01,IN-F100004,CID-001,7c15cda5-a37d-4058-bfee-2646919407ae,2022-12-07,2022-12-07,13917.16,695.86,14613.02,Issued
585d89fb-30e0-434b-afee-7d6d80c8ce6c,IN-F100005,CID-001,564fb9fe-bef8-48bd-92c5-889866ee235e,2022-12-21,2022-12-21,2294.16,114.71,2408.87,Issued
e5a23120-3462-469d-af56-8462346fde95,IN-F100006,CID-002,a73a6ee8-22d5-46f1-a483-05c19374cdc7,2021-11-08,2021-11-08,6794.56,339.73,7134.29,Issued
d01dd98a-fa6f-4b29-a251-4e2a17f87977,IN-F100007,CID-002,d5894d7d-8965-4c67-93db-4bf80f9cf185,2025-05-29,2025-05-29,11937.65,596.89,12534.54,Issued
e437c85a-4f4e-4105-8dec-faf2d69b6166,IN-F100008,CID-003,36e6e63a-d2d8-453a-a653-f261bdc6af33,2024-02-19,2024-02-19,748.59,37.43,786.02,Issued
05fa06e9-024b-4582-921e-e6598be87b38,IN-F100009,CID-003,aad61666-5829-47dd-858f-c9026f4669ef,2022-10-21,2022-10-21,2041.69,102.08,2143.77,Issued
50b04560-89ea-468c-91a6-149b93476fad,IN-F100010,CID-003,db0b55eb-fd62-4273-9eb7-8eb0123f1bb3,2024-10-25,2024-10-25,1276.02,63.8,1339.82,Issued
504276e7-b885-4c47-ab43-c144eb32d0e0,IN-F100011,CID-003,52b71473-f7a2-46c3-aa8a-b98eaff387bc,2025-04-02,2025-04-02,18383.94,919.19,19303.13,Issued
3cf389bf-a8fb-4874-98c2-258d673e1192,IN-F100012,CID-004,4ab86579-c706-4672-90fd-281439c94fac,2020-10-01,2020-10-01,1979.9,98.99,2078.89,Issued
e9024284-02ad-43fd-8f54-2402767a9c1a,IN-F100013,CID-004,9b1823c5-7778-4f6b-b0c1-387629326a7e,2020-12-15,2020-12-15,3344.56,167.23,3511.79,Issued
58a3c101-cdda-4f8e-a1c3-49b2d93cf6fa,IN-F100014,CID-005,1358f99d-5439-4609-9d22-61b7507b6a97,2019-07-13,2019-07-13,9158.79,457.95,9616.74,Issued
d7efc54f-7aea-46f9-a0b6-4a901d9b463c,IN-F100015,CID-005,995ab9c4-8162-4da6-afa1-519b3d389c13,2023-04-18,2023-04-18,4897.49,244.88,5142.37,Issued
82d4da4d-1edf-45ef-bd99-50f2cc810697,IN-F100016,CID-005,30555500-cf4d-4d1e-a01e-4780c8618771,2025-03-20,2025-03-20,8615.98,430.8,9046.78,Issued
9faf49c0-fb28-402c-95fb-b467e79b1643,IN-F100017,CID-005,e34ffba4-abf2-48dc-a186-81e85d2d607d,2022-06-30,2022-06-30,7488.19,374.41,7862.6,Cancelled
