PaymentId,PaymentNumber,InvoiceId,CustomerId,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus
bc6c3cf0-0847-4996-99a4-7e6394630825,PM-A100000,e59c993d-80cc-4f4c-a9da-feec349b3a13,CID-001,2024-09-27,1946.51,MC,Completed
bdba7a5b-0601-4a4d-a303-792832319e94,PM-A100001,fef6e776-affe-4325-b4cb-64e5c937dda8,CID-001,2025-05-04,511.59,Discover,Completed
b72cb07d-4467-44ac-bb18-396fe38655f4,PM-A100002,b254a2c0-f1de-4931-904e-1ce6299485fc,CID-001,2024-06-23,471.48,VISA,Failed
07ed71ec-da17-4841-8ea1-43b29741c6da,PM-A100003,04e0388c-2f18-4929-a7b1-d3e6e0f920bc,CID-001,2022-06-22,1089.67,MC,Failed
6aabe8f2-7e48-4e9f-9ee5-678659090d3e,PM-A100004,616477ba-b784-45a5-8558-f09f61e45eea,CID-001,2021-04-14,2103.4,PayPal,Completed
aa8e2d4f-1f4f-45a9-95de-74e26a79669e,PM-A100005,d15ac6d7-c998-4cef-b095-52eab070dc0e,CID-001,2019-01-27,2872.83,Discover,Pending
fca52069-eaae-4726-bc25-20f824853b26,PM-A100006,e861c79a-9889-4664-91f1-c0934bd2e179,CID-001,2021-02-08,1092.26,Discover,Completed
6c7111af-78f0-427c-a6b3-4a8f97d14921,PM-A100007,d9599239-3c98-412a-8295-ae5910f8822f,CID-001,2019-02-07,214.19,MC,Pending
c2901f9c-32f2-4647-88ec-a24cdd1d2999,PM-A100008,3f76aee4-2d20-44ce-815b-35d32f4aca26,CID-001,2019-11-08,1633.15,VISA,Completed
c0fa738e-0f3a-484c-bbf2-8279cdf52300,PM-A100009,c735e1c5-7f78-4dba-a2bd-47d380d90e39,CID-001,2019-08-13,1615.69,VISA,Completed
5d2a41b8-0cb2-4af0-a910-7e42bc330eae,PM-A100010,f318331d-edbf-4c8f-8505-c8ad9fa54b85,CID-001,2020-10-15,2530.89,Discover,Pending
